,Cover_Type
2996,2
2997,3
2998,3
2999,4
3000,3
3001,3
3002,3
3003,4
3004,4
3005,4
3006,3
3007,3
3008,6
3009,7
3010,7
3011,1
3012,1
3013,2
3014,2
3015,2
3016,2
3017,6
3018,2
3019,4
3020,3
3021,3
3022,3
3023,3
3024,3
3025,4
3026,4
3027,3
3028,3
3029,3
3030,3
3031,3
3032,4
3033,4
3034,4
3035,4
3036,3
3037,3
3038,3
3039,3
3040,1
3041,2
3042,2
3043,3
3044,3
3045,4
3046,4
3047,3
3048,3
3049,3
3050,3
3051,3
3052,4
3053,4
3054,4
3055,4
3056,4
3057,4
3058,3
3059,7
3060,2
3061,2
3062,4
3063,3
3064,3
3065,4
3066,4
3067,4
3068,4
3069,4
3070,4
3071,4
3072,4
3073,4
3074,4
3075,4
3076,3
3077,7
3078,7
3079,1
3080,6
3081,2
3082,3
3083,4
3084,4
3085,4
3086,4
3087,4
3088,4
3089,4
3090,4
3091,4
3092,4
3093,4
3094,4
3095,4
3096,4
3097,4
3098,4
3099,4
3100,3
3101,3
3102,3
3103,3
3104,3
3105,3
3106,3
3107,3
3108,3
3109,7
3110,1
3111,1
3112,5
3113,5
3114,4
3115,4
3116,4
3117,3
3118,3
3119,3
3120,4
3121,4
3122,3
3123,3
3124,4
3125,4
3126,4
3127,4
3128,4
3129,4
3130,4
3131,4
3132,4
3133,4
3134,4
3135,4
3136,4
3137,4
3138,4
3139,3
3140,3
3141,3
3142,3
3143,7
3144,1
3145,2
3146,2
3147,6
3148,5
3149,2
3150,4
3151,4
3152,3
3153,4
3154,4
3155,4
3156,4
3157,4
3158,4
3159,4
3160,4
3161,4
3162,4
3163,4
3164,4
3165,4
3166,4
3167,4
3168,4
3169,4
3170,4
3171,4
3172,4
3173,3
3174,3
3175,3
3176,3
3177,3
3178,3
3179,3
3180,7
3181,7
3182,7
3183,5
3184,5
3185,5
3186,5
3187,5
3188,5
3189,5
3190,4
3191,3
3192,3
3193,3
3194,3
3195,3
3196,4
3197,3
3198,4
3199,4
3200,4
3201,4
3202,4
3203,4
3204,4
3205,4
3206,4
3207,4
3208,4
3209,4
3210,4
3211,4
3212,4
3213,4
3214,4
3215,4
3216,3
3217,3
3218,7
3219,2
3220,1
3221,5
3222,5
3223,5
3224,5
3225,5
3226,5
3227,5
3228,6
3229,5
3230,5
3231,3
3232,3
3233,4
3234,4
3235,4
3236,3
3237,4
3238,3
3239,3
3240,3
3241,4
3242,4
3243,4
3244,4
3245,4
3246,4
3247,4
3248,4
3249,4
3250,4
3251,4
3252,4
3253,4
3254,4
3255,4
3256,4
3257,4
3258,4
3259,4
3260,4
3261,4
3262,4
3263,4
3264,3
3265,3
3266,3
3267,3
3268,3
3269,3
3270,3
3271,2
3272,2
3273,5
3274,5
3275,5
3276,5
3277,5
3278,6
3279,5
3280,1
3281,3
3282,3
3283,4
3284,3
3285,4
3286,4
3287,4
3288,4
3289,4
3290,4
3291,4
3292,4
3293,4
3294,4
3295,4
3296,4
3297,4
3298,4
3299,4
3300,4
3301,4
3302,4
3303,4
3304,4
3305,4
3306,3
3307,3
3308,3
3309,3
3310,3
3311,7
3312,1
3313,1
3314,5
3315,5
3316,5
3317,5
3318,6
3319,5
3320,3
3321,4
3322,4
3323,3
3324,3
3325,3
3326,4
3327,4
3328,4
3329,4
3330,4
3331,4
3332,4
3333,4
3334,4
3335,4
3336,4
3337,4
3338,4
3339,4
3340,4
3341,4
3342,4
3343,3
3344,3
3345,7
3346,1
3347,5
3348,5
3349,5
3350,5
3351,5
3352,5
3353,5
3354,4
3355,4
3356,3
3357,3
3358,4
3359,4
3360,3
3361,4
3362,4
3363,4
3364,4
3365,4
3366,4
3367,4
3368,4
3369,4
3370,4
3371,4
3372,4
3373,4
3374,4
3375,4
3376,4
3377,4
3378,4
3379,4
3380,4
3381,4
3382,3
3383,3
3384,3
3385,4
3386,4
3387,4
3388,4
3389,4
3390,4
3391,7
3392,7
3393,7
3394,1
3395,2
3396,5
3397,5
3398,5
3399,5
3400,5
3401,5
3402,5
3403,3
3404,4
3405,3
3406,3
3407,3
3408,3
3409,3
3410,4
3411,4
3412,3
3413,3
3414,3
3415,4
3416,4
3417,4
3418,4
3419,4
3420,4
3421,4
3422,4
3423,4
3424,4
3425,4
3426,4
3427,4
3428,4
3429,4
3430,4
3431,4
3432,4
3433,4
3434,4
3435,4
3436,4
3437,3
3438,3
3439,3
3440,4
3441,4
3442,3
3443,4
3444,4
3445,4
3446,7
3447,2
3448,5
3449,5
3450,5
3451,5
3452,5
3453,5
3454,5
3455,3
3456,4
3457,4
3458,3
3459,3
3460,4
3461,4
3462,4
3463,4
3464,4
3465,4
3466,3
3467,4
3468,4
3469,4
3470,4
3471,4
3472,4
3473,4
3474,4
3475,4
3476,4
3477,4
3478,4
3479,4
3480,4
3481,4
3482,3
3483,4
3484,4
3485,4
3486,7
3487,2
3488,5
3489,2
3490,5
3491,5
3492,4
3493,3
3494,3
3495,3
3496,4
3497,4
3498,4
3499,4
3500,4
3501,3
3502,4
3503,4
3504,4
3505,4
3506,4
3507,4
3508,4
3509,4
3510,4
3511,4
3512,4
3513,4
3514,4
3515,4
3516,4
3517,4
3518,4
3519,4
3520,4
3521,4
3522,4
3523,3
3524,3
3525,3
3526,3
3527,4
3528,4
3529,6
3530,4
3531,4
3532,4
3533,4
3534,5
3535,5
3536,5
3537,5
3538,5
3539,5
3540,5
3541,5
3542,5
3543,5
3544,3
3545,3
3546,4
3547,3
3548,4
3549,3
3550,4
3551,4
3552,4
3553,4
3554,4
3555,4
3556,4
3557,4
3558,4
3559,4
3560,4
3561,4
3562,4
3563,4
3564,4
3565,4
3566,4
3567,4
3568,4
3569,4
3570,4
3571,4
3572,4
3573,4
3574,4
3575,4
3576,4
3577,4
3578,6
3579,4
3580,6
3581,6
3582,6
3583,6
3584,4
3585,4
3586,7
3587,7
3588,1
3589,1
3590,5
3591,5
3592,5
3593,5
3594,5
3595,3
3596,3
3597,3
3598,3
3599,3
3600,4
3601,4
3602,4
3603,4
3604,3
3605,3
3606,4
3607,4
3608,4
3609,4
3610,4
3611,4
3612,4
3613,4
3614,4
3615,4
3616,4
3617,4
3618,4
3619,4
3620,4
3621,4
3622,4
3623,4
3624,3
3625,3
3626,6
3627,6
3628,4
3629,4
3630,5
3631,5
3632,5
3633,5
3634,2
3635,5
3636,5
3637,5
3638,5
3639,3
3640,4
3641,3
3642,3
3643,3
3644,3
3645,4
3646,4
3647,4
3648,4
3649,4
3650,4
3651,4
3652,3
3653,4
3654,4
3655,4
3656,4
3657,4
3658,4
3659,4
3660,4
3661,4
3662,4
3663,4
3664,4
3665,4
3666,4
3667,4
3668,4
3669,4
3670,4
3671,4
3672,4
3673,4
3674,4
3675,3
3676,6
3677,6
3678,4
3679,4
3680,3
3681,7
3682,2
3683,5
3684,5
3685,2
3686,2
3687,5
3688,3
3689,4
3690,3
3691,3
3692,4
3693,4
3694,4
3695,4
3696,4
3697,4
3698,4
3699,4
3700,4
3701,4
3702,4
3703,4
3704,4
3705,4
3706,4
3707,3
3708,3
3709,3
3710,3
3711,3
3712,6
3713,6
3714,4
3715,1
3716,2
3717,4
3718,4
3719,3
3720,3
3721,4
3722,4
3723,4
3724,3
3725,4
3726,4
3727,4
3728,4
3729,4
3730,4
3731,4
3732,4
3733,4
3734,4
3735,4
3736,4
3737,4
3738,4
3739,4
3740,4
3741,3
3742,4
3743,3
3744,3
3745,3
3746,6
3747,6
3748,4
3749,6
3750,5
3751,2
3752,4
3753,3
3754,4
3755,3
3756,3
3757,4
3758,4
3759,4
3760,3
3761,4
3762,4
3763,3
3764,4
3765,4
3766,4
3767,4
3768,4
3769,4
3770,4
3771,4
3772,4
3773,3
3774,6
3775,6
3776,6
3777,6
3778,6
3779,4
3780,6
3781,6
3782,5
3783,5
3784,5
3785,3
3786,3
3787,3
3788,3
3789,3
3790,4
3791,4
3792,4
3793,4
3794,4
3795,4
3796,3
3797,3
3798,3
3799,3
3800,4
3801,4
3802,4
3803,4
3804,4
3805,4
3806,4
3807,4
3808,6
3809,6
3810,6
3811,3
3812,3
3813,7
3814,7
3815,1
3816,2
3817,5
3818,5
3819,3
3820,3
3821,4
3822,3
3823,3
3824,4
3825,4
3826,4
3827,4
3828,4
3829,4
3830,4
3831,4
3832,4
3833,4
3834,4
3835,3
3836,3
3837,3
3838,3
3839,3
3840,4
3841,4
3842,4
3843,4
3844,4
3845,4
3846,4
3847,4
3848,4
3849,4
3850,6
3851,3
3852,1
3853,4
3854,3
3855,3
3856,4
3857,4
3858,4
3859,4
3860,4
3861,4
3862,4
3863,4
3864,4
3865,4
3866,4
3867,4
3868,4
3869,4
3870,4
3871,3
3872,3
3873,3
3874,4
3875,4
3876,4
3877,4
3878,4
3879,4
3880,3
3881,3
3882,3
3883,4
3884,4
3885,4
3886,7
3887,5
3888,5
3889,2
3890,3
3891,4
3892,3
3893,4
3894,4
3895,4
3896,4
3897,4
3898,4
3899,4
3900,4
3901,4
3902,4
3903,4
3904,4
3905,4
3906,4
3907,4
3908,4
3909,4
3910,3
3911,4
3912,4
3913,4
3914,4
3915,4
3916,4
3917,4
3918,4
3919,4
3920,4
3921,4
3922,4
3923,6
3924,6
3925,3
3926,1
3927,1
3928,2
3929,5
3930,5
3931,4
3932,3
3933,4
3934,4
3935,3
3936,4
3937,4
3938,4
3939,4
3940,4
3941,4
3942,4
3943,4
3944,4
3945,4
3946,4
3947,4
3948,4
3949,3
3950,3
3951,3
3952,4
3953,4
3954,4
3955,4
3956,4
3957,4
3958,4
3959,4
3960,4
3961,4
3962,4
3963,3
3964,4
3965,4
3966,4
3967,3
3968,3
3969,4
3970,4
3971,4
3972,6
3973,6
3974,6
3975,3
3976,2
3977,2
3978,3
3979,4
3980,4
3981,4
3982,4
3983,4
3984,4
3985,4
3986,4
3987,4
3988,4
3989,3
3990,4
3991,4
3992,4
3993,4
3994,4
3995,4
3996,3
3997,3
3998,4
3999,4
4000,4
4001,4
4002,4
4003,4
4004,4
4005,4
4006,4
4007,4
4008,4
4009,4
4010,4
4011,4
4012,4
4013,4
4014,4
4015,3
4016,3
4017,3
4018,4
4019,4
4020,3
4021,4
4022,6
4023,6
4024,5
4025,2
4026,4
4027,4
4028,4
4029,4
4030,4
4031,4
4032,4
4033,4
4034,4
4035,4
4036,3
4037,4
4038,3
4039,4
4040,4
4041,4
4042,4
4043,4
4044,4
4045,4
4046,4
4047,4
4048,4
4049,4
4050,4
4051,4
4052,4
4053,3
4054,3
4055,4
4056,3
4057,4
4058,6
4059,6
4060,4
4061,6
4062,4
4063,7
4064,1
4065,2
4066,5
4067,2
4068,4
4069,4
4070,3
4071,4
4072,4
4073,4
4074,4
4075,4
4076,4
4077,4
4078,4
4079,4
4080,4
4081,3
4082,4
4083,4
4084,3
4085,4
4086,4
4087,4
4088,4
4089,4
4090,4
4091,4
4092,4
4093,4
4094,4
4095,4
4096,4
4097,4
4098,4
4099,3
4100,3
4101,4
4102,6
4103,4
4104,4
4105,6
4106,6
4107,6
4108,6
4109,6
4110,3
4111,3
4112,7
4113,1
4114,1
4115,5
4116,5
4117,1
4118,4
4119,4
4120,4
4121,3
4122,4
4123,6
4124,4
4125,4
4126,4
4127,4
4128,4
4129,4
4130,4
4131,4
4132,4
4133,4
4134,4
4135,3
4136,3
4137,4
4138,4
4139,4
4140,4
4141,4
4142,4
4143,4
4144,4
4145,4
4146,4
4147,4
4148,4
4149,4
4150,4
4151,4
4152,4
4153,4
4154,4
4155,4
4156,4
4157,4
4158,3
4159,3
4160,6
4161,6
4162,1
4163,5
4164,4
4165,4
4166,4
4167,4
4168,3
4169,4
4170,3
4171,4
4172,4
4173,4
4174,3
4175,3
4176,3
4177,3
4178,4
4179,4
4180,4
4181,4
4182,4
4183,4
4184,4
4185,4
4186,4
4187,4
4188,4
4189,4
4190,4
4191,4
4192,4
4193,4
4194,4
4195,3
4196,3
4197,3
4198,4
4199,4
4200,4
4201,4
4202,4
4203,6
4204,6
4205,3
4206,4
4207,7
4208,1
4209,5
4210,5
4211,5
4212,5
4213,2
4214,3
4215,3
4216,4
4217,4
4218,4
4219,6
4220,3
4221,4
4222,4
4223,4
4224,4
4225,4
4226,3
4227,3
4228,4
4229,4
4230,3
4231,4
4232,4
4233,4
4234,4
4235,4
4236,4
4237,4
4238,4
4239,4
4240,4
4241,4
4242,4
4243,4
4244,4
4245,4
4246,4
4247,4
4248,3
4249,3
4250,3
4251,3
4252,3
4253,4
4254,4
4255,4
4256,4
4257,6
4258,6
4259,6
4260,7
4261,1
4262,2
4263,2
4264,5
4265,5
4266,5
4267,5
4268,5
4269,5
4270,5
4271,5
4272,5
4273,5
4274,5
4275,4
4276,4
4277,4
4278,4
4279,4
4280,4
4281,6
4282,6
4283,3
4284,4
4285,4
4286,3
4287,3
4288,4
4289,4
4290,4
4291,4
4292,4
4293,4
4294,4
4295,4
4296,4
4297,4
4298,4
4299,4
4300,4
4301,4
4302,4
4303,4
4304,4
4305,4
4306,3
4307,3
4308,3
4309,3
4310,3
4311,4
4312,6
4313,4
4314,6
4315,4
4316,7
4317,5
4318,5
4319,5
4320,5
4321,5
4322,5
4323,5
4324,5
4325,3
4326,3
4327,4
4328,3
4329,3
4330,3
4331,4
4332,4
4333,4
4334,4
4335,4
4336,4
4337,4
4338,4
4339,3
4340,4
4341,4
4342,4
4343,4
4344,4
4345,4
4346,4
4347,4
4348,4
4349,4
4350,4
4351,4
4352,4
4353,4
4354,3
4355,3
4356,3
4357,3
4358,3
4359,4
4360,4
4361,6
4362,6
4363,4
4364,4
4365,6
4366,6
4367,6
4368,6
4369,6
4370,6
4371,3
4372,7
4373,1
4374,1
4375,2
4376,5
4377,5
4378,5
4379,5
4380,4
4381,3
4382,3
4383,4
4384,3
4385,6
4386,4
4387,4
4388,4
4389,4
4390,3
4391,3
4392,3
4393,4
4394,4
4395,4
4396,4
4397,4
4398,4
4399,4
4400,4
4401,4
4402,4
4403,4
4404,4
4405,4
4406,4
4407,4
4408,3
4409,3
4410,3
4411,4
4412,6
4413,6
4414,6
4415,4
4416,4
4417,6
4418,4
4419,6
4420,3
4421,1
4422,5
4423,5
4424,5
4425,5
4426,5
4427,5
4428,4
4429,3
4430,4
4431,4
4432,4
4433,4
4434,4
4435,4
4436,4
4437,4
4438,4
4439,4
4440,4
4441,4
4442,4
4443,4
4444,4
4445,4
4446,4
4447,4
4448,4
4449,3
4450,3
4451,3
4452,4
4453,4
4454,4
4455,6
4456,6
4457,4
4458,6
4459,6
4460,6
4461,6
4462,4
4463,1
4464,5
4465,5
4466,5
4467,5
4468,5
4469,5
4470,5
4471,1
4472,3
4473,4
4474,3
4475,6
4476,3
4477,3
4478,3
4479,4
4480,4
4481,4
4482,4
4483,4
4484,4
4485,4
4486,4
4487,4
4488,4
4489,4
4490,4
4491,4
4492,4
4493,4
4494,4
4495,4
4496,4
4497,6
4498,3
4499,4
4500,6
4501,6
4502,6
4503,6
4504,4
4505,6
4506,6
4507,6
4508,4
4509,1
4510,2
4511,5
4512,5
4513,5
4514,5
4515,5
4516,5
4517,5
4518,5
4519,5
4520,5
4521,5
4522,2
4523,1
4524,4
4525,4
4526,4
4527,4
4528,3
4529,4
4530,3
4531,3
4532,3
4533,6
4534,4
4535,4
4536,4
4537,4
4538,3
4539,3
4540,4
4541,4
4542,4
4543,4
4544,4
4545,4
4546,4
4547,4
4548,4
4549,4
4550,4
4551,4
4552,4
4553,4
4554,3
4555,3
4556,3
4557,4
4558,3
4559,4
4560,6
4561,6
4562,6
4563,6
4564,4
4565,6
4566,1
4567,5
4568,5
4569,5
4570,5
4571,5
4572,5
4573,4
4574,4
4575,4
4576,4
4577,4
4578,3
4579,3
4580,4
4581,4
4582,3
4583,3
4584,3
4585,4
4586,4
4587,4
4588,4
4589,4
4590,4
4591,3
4592,3
4593,4
4594,4
4595,4
4596,4
4597,4
4598,4
4599,4
4600,4
4601,4
4602,4
4603,4
4604,4
4605,4
4606,4
4607,4
4608,3
4609,3
4610,4
4611,4
4612,6
4613,6
4614,3
4615,3
4616,3
4617,4
4618,6
4619,6
4620,4
4621,6
4622,6
4623,4
4624,6
4625,1
4626,2
4627,5
4628,2
4629,4
4630,4
4631,3
4632,4
4633,4
4634,6
4635,4
4636,4
4637,3
4638,3
4639,3
4640,4
4641,3
4642,3
4643,4
4644,4
4645,4
4646,4
4647,4
4648,4
4649,4
4650,4
4651,4
4652,4
4653,4
4654,4
4655,4
4656,3
4657,3
4658,3
4659,3
4660,4
4661,3
4662,3
4663,3
4664,4
4665,6
4666,6
4667,6
4668,6
4669,6
4670,2
4671,5
4672,5
4673,5
4674,4
4675,3
4676,4
4677,3
4678,3
4679,3
4680,3
4681,4
4682,4
4683,6
4684,4
4685,4
4686,4
4687,4
4688,4
4689,4
4690,4
4691,4
4692,4
4693,4
4694,4
4695,4
4696,4
4697,4
4698,4
4699,3
4700,4
4701,3
4702,4
4703,4
4704,4
4705,6
4706,6
4707,6
4708,6
4709,6
4710,6
4711,7
4712,1
4713,1
4714,5
4715,5
4716,4
4717,4
4718,3
4719,3
4720,4
4721,3
4722,4
4723,4
4724,3
4725,3
4726,3
4727,4
4728,4
4729,4
4730,4
4731,4
4732,4
4733,4
4734,4
4735,4
4736,4
4737,4
4738,4
4739,4
4740,4
4741,3
4742,3
4743,3
4744,4
4745,6
4746,6
4747,4
4748,4
4749,4
4750,6
4751,6
4752,4
4753,4
4754,6
4755,6
4756,4
4757,6
4758,7
4759,1
4760,7
4761,2
4762,2
4763,2
4764,5
4765,5
4766,4
4767,3
4768,4
4769,3
4770,3
4771,6
4772,6
4773,6
4774,3
4775,3
4776,3
4777,3
4778,4
4779,4
4780,4
4781,4
4782,4
4783,4
4784,4
4785,4
4786,4
4787,4
4788,4
4789,4
4790,4
4791,3
4792,3
4793,4
4794,6
4795,6
4796,6
4797,6
4798,3
4799,4
4800,4
4801,4
4802,6
4803,6
4804,6
4805,4
4806,4
4807,6
4808,4
4809,4
4810,2
4811,5
4812,3
4813,3
4814,3
4815,3
4816,4
4817,3
4818,6
4819,6
4820,6
4821,3
4822,3
4823,3
4824,3
4825,4
4826,4
4827,4
4828,4
4829,4
4830,4
4831,4
4832,4
4833,4
4834,4
4835,4
4836,4
4837,3
4838,3
4839,3
4840,3
4841,4
4842,6
4843,6
4844,6
4845,6
4846,3
4847,4
4848,4
4849,4
4850,4
4851,6
4852,6
4853,4
4854,4
4855,6
4856,6
4857,6
4858,1
4859,1
4860,2
4861,5
4862,5
4863,5
4864,4
4865,4
4866,3
4867,3
4868,4
4869,6
4870,6
4871,3
4872,4
4873,4
4874,3
4875,4
4876,4
4877,4
4878,4
4879,4
4880,4
4881,4
4882,4
4883,4
4884,4
4885,4
4886,4
4887,4
4888,4
4889,3
4890,3
4891,3
4892,4
4893,6
4894,3
4895,3
4896,4
4897,4
4898,4
4899,4
4900,6
4901,4
4902,6
4903,6
4904,6
4905,4
4906,4
4907,6
4908,6
4909,6
4910,6
4911,6
4912,7
4913,7
4914,7
4915,7
4916,1
4917,1
4918,1
4919,2
4920,2
4921,5
4922,5
4923,1
4924,4
4925,3
4926,3
4927,4
4928,3
4929,3
4930,3
4931,4
4932,4
4933,4
4934,4
4935,4
4936,4
4937,4
4938,3
4939,3
4940,3
4941,3
4942,3
4943,3
4944,4
4945,3
4946,4
4947,4
4948,4
4949,6
4950,6
4951,4
4952,4
4953,6
4954,7
4955,2
4956,5
4957,4
4958,3
4959,4
4960,6
4961,6
4962,6
4963,3
4964,3
4965,3
4966,4
4967,4
4968,4
4969,4
4970,4
4971,4
4972,4
4973,4
4974,4
4975,4
4976,3
4977,6
4978,6
4979,6
4980,6
4981,6
4982,6
4983,3
4984,3
4985,4
4986,4
4987,4
4988,4
4989,6
4990,6
4991,4
4992,6
4993,6
4994,6
4995,7
4996,7
4997,7
4998,1
4999,2
5000,5
5001,2
5002,3
5003,3
5004,3
5005,4
5006,3
5007,3
5008,3
5009,4
5010,6
5011,6
5012,6
5013,3
5014,3
5015,4
5016,3
5017,3
5018,3
5019,4
5020,4
5021,4
5022,4
5023,4
5024,4
5025,4
5026,4
5027,4
5028,4
5029,3
5030,3
5031,4
5032,4
5033,6
5034,4
5035,6
5036,6
5037,6
5038,4
5039,6
5040,6
5041,7
5042,7
5043,7
5044,7
5045,5
5046,3
5047,3
5048,3
5049,3
5050,4
5051,4
5052,3
5053,3
5054,3
5055,4
5056,6
5057,4
5058,4
5059,3
5060,4
5061,4
5062,4
5063,4
5064,4
5065,4
5066,4
5067,4
5068,4
5069,4
5070,4
5071,3
5072,3
5073,3
5074,4
5075,6
5076,6
5077,6
5078,6
5079,6
5080,6
5081,6
5082,7
5083,1
5084,1
5085,7
5086,5
5087,5
5088,4
5089,3
5090,3
5091,3
5092,3
5093,6
5094,6
5095,3
5096,4
5097,3
5098,3
5099,4
5100,4
5101,4
5102,4
5103,4
5104,4
5105,4
5106,4
5107,4
5108,4
5109,3
5110,6
5111,6
5112,4
5113,6
5114,4
5115,6
5116,4
5117,6
5118,6
5119,7
5120,7
5121,5
5122,5
5123,5
5124,3
5125,3
5126,4
5127,3
5128,3
5129,3
5130,4
5131,4
5132,6
5133,4
5134,3
5135,4
5136,4
5137,4
5138,4
5139,4
5140,4
5141,4
5142,4
5143,4
5144,4
5145,3
5146,3
5147,3
5148,3
5149,3
5150,3
5151,4
5152,6
5153,4
5154,6
5155,6
5156,4
5157,6
5158,6
5159,6
5160,6
5161,6
5162,7
5163,7
5164,2
5165,5
5166,5
5167,5
5168,3
5169,3
5170,4
5171,3
5172,3
5173,4
5174,4
5175,6
5176,4
5177,4
5178,4
5179,4
5180,4
5181,4
5182,4
5183,4
5184,4
5185,3
5186,3
5187,3
5188,4
5189,6
5190,6
5191,4
5192,6
5193,6
5194,6
5195,6
5196,6
5197,7
5198,7
5199,2
5200,5
5201,1
5202,3
5203,4
5204,3
5205,3
5206,4
5207,4
5208,6
5209,6
5210,6
5211,6
5212,3
5213,4
5214,4
5215,4
5216,4
5217,4
5218,4
5219,4
5220,4
5221,4
5222,3
5223,3
5224,3
5225,4
5226,6
5227,3
5228,4
5229,6
5230,4
5231,6
5232,6
5233,6
5234,6
5235,6
5236,6
5237,6
5238,6
5239,6
5240,6
5241,6
5242,7
5243,7
5244,1
5245,7
5246,2
5247,5
5248,5
5249,5
5250,5
5251,1
5252,3
5253,3
5254,4
5255,3
5256,3
5257,4
5258,4
5259,3
5260,4
5261,4
5262,4
5263,4
5264,4
5265,4
5266,3
5267,3
5268,3
5269,3
5270,3
5271,3
5272,4
5273,6
5274,6
5275,6
5276,6
5277,3
5278,4
5279,4
5280,6
5281,6
5282,6
5283,4
5284,6
5285,6
5286,6
5287,7
5288,7
5289,7
5290,5
5291,5
5292,5
5293,2
5294,4
5295,4
5296,6
5297,6
5298,6
5299,3
5300,3
5301,4
5302,4
5303,4
5304,4
5305,4
5306,4
5307,4
5308,4
5309,4
5310,4
5311,4
5312,3
5313,4
5314,6
5315,6
5316,6
5317,6
5318,6
5319,3
5320,3
5321,3
5322,3
5323,4
5324,3
5325,3
5326,3
5327,3
5328,6
5329,6
5330,3
5331,3
5332,4
5333,4
5334,4
5335,4
5336,4
5337,4
5338,4
5339,4
5340,4
5341,4
5342,4
5343,3
5344,4
5345,6
5346,6
5347,4
5348,6
5349,4
5350,6
5351,6
5352,4
5353,6
5354,6
5355,6
5356,6
5357,1
5358,2
5359,1
5360,3
5361,4
5362,4
5363,3
5364,4
5365,4
5366,3
5367,3
5368,4
5369,4
5370,4
5371,4
5372,4
5373,4
5374,3
5375,3
5376,3
5377,4
5378,6
5379,4
5380,6
5381,6
5382,6
5383,4
5384,6
5385,6
5386,7
5387,7
5388,7
5389,7
5390,2
5391,5
5392,2
5393,4
5394,3
5395,3
5396,3
5397,3
5398,4
5399,6
5400,3
5401,4
5402,4
5403,4
5404,4
5405,4
5406,4
5407,4
5408,3
5409,3
5410,3
5411,4
5412,6
5413,6
5414,6
5415,6
5416,4
5417,6
5418,6
5419,4
5420,4
5421,6
5422,6
5423,6
5424,6
5425,6
5426,7
5427,5
5428,2
5429,4
5430,4
5431,4
5432,6
5433,6
5434,4
5435,4
5436,4
5437,4
5438,4
5439,4
5440,4
5441,4
5442,4
5443,3
5444,6
5445,6
5446,3
5447,3
5448,4
5449,6
5450,6
5451,6
5452,4
5453,6
5454,6
5455,6
5456,6
5457,6
5458,4
5459,6
5460,6
5461,7
5462,2
5463,2
5464,5
5465,5
5466,3
5467,3
5468,3
5469,3
5470,3
5471,3
5472,4
5473,6
5474,6
5475,6
5476,4
5477,4
5478,4
5479,4
5480,4
5481,4
5482,3
5483,3
5484,3
5485,6
5486,6
5487,6
5488,3
5489,3
5490,4
5491,6
5492,4
5493,4
5494,6
5495,6
5496,6
5497,6
5498,6
5499,6
5500,5
5501,3
5502,3
5503,3
5504,4
5505,4
5506,3
5507,4
5508,4
5509,4
5510,3
5511,6
5512,6
5513,6
5514,4
5515,4
5516,6
5517,6
5518,6
5519,4
5520,6
5521,6
5522,6
5523,4
5524,4
5525,6
5526,6
5527,6
5528,7
5529,1
5530,2
5531,2
5532,3
5533,3
5534,4
5535,4
5536,4
5537,4
5538,6
5539,6
5540,4
5541,6
5542,6
5543,6
5544,6
5545,6
5546,6
5547,6
5548,4
5549,6
5550,6
5551,6
5552,6
5553,6
5554,6
5555,1
5556,1
5557,7
5558,7
5559,6
5560,6
5561,6
5562,4
5563,4
5564,3
5565,3
5566,3
5567,6
5568,3
5569,3
5570,4
5571,6
5572,6
5573,4
5574,4
5575,6
5576,6
5577,6
5578,4
5579,6
5580,6
5581,6
5582,7
5583,7
5584,3
5585,3
5586,4
5587,6
5588,6
5589,4
5590,3
5591,4
5592,3
5593,3
5594,3
5595,3
5596,3
5597,6
5598,6
5599,4
5600,4
5601,4
5602,6
5603,6
5604,6
5605,6
5606,6
5607,4
5608,6
5609,3
5610,7
5611,3
5612,3
5613,3
5614,3
5615,6
5616,3
5617,3
5618,3
5619,4
5620,6
5621,3
5622,4
5623,6
5624,6
5625,4
5626,6
5627,4
5628,6
5629,6
5630,7
5631,7
5632,7
5633,7
5634,1
5635,2
5636,4
5637,6
5638,6
5639,6
5640,4
5641,4
5642,4
5643,4
5644,4
5645,3
5646,3
5647,3
5648,3
5649,4
5650,4
5651,4
5652,6
5653,6
5654,6
5655,3
5656,7
5657,7
5658,7
5659,3
5660,3
5661,3
5662,4
5663,6
5664,4
5665,4
5666,4
5667,4
5668,4
5669,3
5670,3
5671,3
5672,6
5673,6
5674,3
5675,4
5676,6
5677,6
5678,4
5679,4
5680,6
5681,6
5682,3
5683,3
5684,3
5685,3
5686,7
5687,7
5688,2
5689,1
5690,2
5691,1
5692,3
5693,6
5694,4
5695,4
5696,4
5697,3
5698,3
5699,3
5700,4
5701,6
5702,4
5703,6
5704,6
5705,6
5706,3
5707,7
5708,7
5709,1
5710,5
5711,5
5712,3
5713,6
5714,6
5715,4
5716,4
5717,3
5718,3
5719,3
5720,3
5721,4
5722,6
5723,3
5724,4
5725,6
5726,6
5727,4
5728,6
5729,6
5730,6
5731,6
5732,4
5733,3
5734,7
5735,1
5736,1
5737,1
5738,3
5739,3
5740,6
5741,6
5742,3
5743,6
5744,6
5745,3
5746,4
5747,4
5748,6
5749,6
5750,4
5751,6
5752,6
5753,6
5754,6
5755,3
5756,3
5757,2
5758,5
5759,2
5760,3
5761,3
5762,6
5763,6
5764,4
5765,6
5766,3
5767,4
5768,6
5769,6
5770,4
5771,6
5772,6
5773,6
5774,6
5775,4
5776,6
5777,7
5778,1
5779,1
5780,5
5781,5
5782,2
5783,3
5784,3
5785,6
5786,6
5787,6
5788,6
5789,3
5790,3
5791,3
5792,3
5793,6
