,Wilderness_Area4,Wilderness_Area1,Subalpine_Climate,Alpine_Climate,binned_elevation,Wilderness_Area3,Road-Fire,Montane_Climate,Lower_Montane_Climate,Horizontal_Distance_To_Roadways_x_Horizontal_Distance_To_Fire_Points,Elevation_x_Horizontal_Distance_To_Roadways,Sqr_Horizontal_Distance_To_Roadways,Road-Hydro,Road+Fire+Hydro,Road+Fire,Horizontal_Distance_To_Roadways,Hillshade_9am_x_Hillshade_Noon,Elevation_x_Hillshade_Noon,Elevation_x_Hillshade_9am,Ele-hydro,Ele+road,Ele+hydro,Ele+fire,Ele+Road+Fire+Hydro,sqr_Horizontal_Distance_To_firepoints,sqr_Distance_To_Hydrology,Road+Hydro,Igneus_and_Metamorphic_Soil,Horizontal_Distance_To_Roadways_x_Hillshade_9am,Horizontal_Distance_To_Hydrology_x_Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Glacial_Soil,Ele-road,Ele-fire
2714,0,0,1,0,55,1,1186,0,0,1673280,5556096,44.8998886412873,1986,2876,2846,2016,48750,689000,537420,2726,4772,2786,3586,5632,28.809720581775867,5.5965095842615735,2046,1,393120,5760,830,0,740,1926
2715,0,0,1,0,57,1,1044,0,0,1220800,2023700,26.457513110645905,592,2552,2444,700,36192,601328,503034,2783,3591,2999,4635,5443,41.7612260356422,10.613247510664669,808,1,121800,18468,1744,0,2191,1147
2716,0,0,1,0,59,1,271,0,0,361712,2222160,27.422618401604176,176,1809,1233,752,42532,579180,641235,2379,3707,3531,3436,4764,21.93171219946131,24.002187924173185,1328,1,163184,62208,481,0,2203,2474
2717,1,0,0,0,43,0,113,0,1,108030,844350,19.748417658131498,60,997,667,390,45695,400525,534755,1835,2555,2495,2442,3162,16.64331697709324,18.69395290194482,720,1,96330,16500,277,0,1775,1888
2718,1,0,0,0,41,0,710,0,0,162344,1839304,29.866369046136157,892,1074,1074,892,50264,424772,503128,2062,2954,2062,2244,3136,13.490737563232042,0.0,892,1,217648,0,182,0,1170,1880
2719,1,0,0,0,41,0,702,0,0,193768,1881012,30.23243291566195,914,1126,1126,914,48165,508326,401310,2058,2972,2058,2270,3184,14.560219778561036,0.0,914,0,178230,0,212,0,1144,1846
2720,1,0,0,0,40,0,254,1,0,60600,300900,12.24744871391589,26,678,554,150,27435,355062,310930,1882,2156,2130,2410,2684,20.09975124224178,12.571818675157655,274,1,23250,18600,404,0,1856,1602
2721,1,0,0,0,39,0,258,1,0,39528,215244,10.392304845413264,23,559,474,108,17760,239160,294964,1908,2101,2078,2359,2552,19.131126469708992,10.554415716634443,193,1,15984,6630,366,0,1885,1627
2722,1,0,0,0,42,0,178,1,0,24120,566284,16.3707055437449,2,628,358,268,9558,342306,124667,1843,2381,2383,2203,2741,9.486832980505138,16.879656292731575,538,1,15812,58860,90,0,1845,2023
2723,1,0,0,0,41,0,74,0,0,133320,838300,20.09975124224178,374,764,734,404,31266,336150,400475,2045,2479,2105,2405,2839,18.16590212458495,5.791460926441345,434,1,77972,2670,330,0,1671,1745
2724,1,0,0,0,41,0,168,0,0,713745,1582785,27.65863337187866,555,1908,1698,765,42075,465525,386903,1859,2834,2279,3002,3977,30.54504869860253,14.50130676499154,975,1,143055,37380,933,0,1304,1136
2725,0,1,1,0,56,0,246,0,0,341280,2043360,26.832815729997478,443,1471,1194,720,56350,695310,652740,2561,3558,3115,3312,4309,21.77154105707724,16.655504792135552,997,1,165600,39057,474,0,2118,2364
2726,0,1,1,0,55,0,330,0,0,280800,2004480,26.832815729997478,508,1322,1110,720,55527,620832,693216,2572,3504,2996,3174,4106,19.748417658131498,14.675787412724949,932,1,179280,19504,390,0,2064,2394
2727,0,1,1,0,55,0,230,0,0,252000,1734390,25.099800796022265,390,1270,1030,630,53928,589142,693756,2513,3383,2993,3153,4023,20.0,15.802589827616266,870,1,158760,18000,400,0,2123,2353
2728,0,0,1,0,54,1,337,0,0,964620,3172295,34.132096331752024,1015,2143,1993,1165,51984,620844,620844,2573,3888,2873,3551,4866,28.77498913987632,12.254111330655777,1315,1,265620,20100,828,0,1558,1895
2729,0,0,1,0,54,1,472,0,0,952320,3365360,35.21363372331802,1173,2075,2008,1240,54707,616078,654074,2647,3954,2781,3482,4789,27.712812921102035,8.329212945039274,1307,1,298840,7638,768,0,1474,1946
2730,0,0,1,0,52,1,901,0,0,925956,4004911,38.897300677553446,1483,2155,2125,1513,50167,584987,600869,2617,4160,2677,3259,4802,24.73863375370596,5.514871952411144,1543,1,343451,3810,612,0,1134,2035
2731,0,0,1,0,54,1,1198,0,0,1289855,5133058,43.393547907494266,1841,2610,2568,1883,44415,640610,515214,2684,4609,2768,3411,5336,26.1725046566048,6.481658975540136,1925,1,355887,7812,685,0,843,2041
2732,0,0,1,0,54,1,1220,0,0,1428864,5344576,44.181444068749045,1952,2684,2684,1952,46256,646168,536648,2738,4690,2738,3470,5422,27.055498516937366,0.0,1952,1,382592,0,732,0,786,2006
2733,0,0,1,0,54,1,1228,0,0,1585805,5535205,44.88875137492688,2015,2802,2802,2015,47959,662027,546653,2747,4762,2747,3534,5549,28.053520278211074,0.0,2015,1,400985,0,787,0,732,1960
2734,0,0,1,0,55,1,1233,0,0,1829610,5848443,45.858477951192405,2036,3040,2973,2103,44856,700812,495018,2714,4884,2848,3651,5821,29.49576240750525,8.456490803821907,2170,1,374334,13936,870,0,678,1911
2735,0,0,1,0,59,1,1199,0,0,506430,979429,18.193405398660254,264,1928,1861,331,40400,597718,591800,2892,3290,3026,4489,4887,39.11521443121589,8.239962426314323,398,1,66200,9045,1530,0,2628,1429
2736,0,0,0,0,53,1,84,0,1,2023165,3920340,38.27531841800928,1435,2876,2846,1465,39930,647592,441540,2646,4141,2706,4057,5552,37.16180835212409,5.5965095842615735,1495,1,241725,6450,1381,0,1211,1295
2737,1,0,0,0,44,0,589,1,0,64980,1535580,26.153393661244042,324,1139,779,684,35728,455735,395120,1885,2929,2605,2340,3384,9.746794344808963,19.394318800716377,1044,1,120384,58680,95,0,1561,2150
2738,1,0,0,0,44,0,630,0,1,19800,1477080,25.69046515733026,300,1050,690,660,44390,431934,514740,1878,2898,2598,2268,3288,5.477225575051661,19.41700011264206,1020,1,151800,31320,30,0,1578,2208
2739,1,0,0,0,44,0,357,0,1,78030,1127100,22.58317958127243,120,1053,663,510,52836,490620,525980,1820,2720,2600,2363,3263,12.36931687685298,19.9788727966655,900,1,121380,43680,153,0,1700,2057
2740,1,0,0,0,44,0,298,0,1,87360,1056480,21.908902300206645,90,1052,662,480,53165,477617,539245,1811,2681,2591,2383,3253,13.490737563232042,19.95295929800609,870,1,117600,37830,182,0,1721,2019
2741,1,0,0,0,43,0,238,0,1,95400,985950,21.213203435596427,60,1052,662,450,50128,455728,528031,1801,2641,2581,2403,3243,14.560219778561036,19.905583516269473,840,1,108450,35490,212,0,1741,1979
2742,1,0,0,0,43,0,118,1,0,106080,846690,19.748417658131498,60,992,662,390,38700,373412,488475,1841,2561,2501,2443,3163,16.492422502470642,18.747906464209546,720,1,87750,21120,272,0,1781,1899
2743,1,0,0,0,41,0,729,0,0,144342,1851498,29.8496231131986,849,1095,1053,891,47311,388586,525734,2036,2969,2120,2240,3173,12.727922061357855,6.7040592262067955,933,1,225423,1638,162,0,1187,1916
2744,1,0,0,0,41,0,722,0,0,173280,1881456,30.199337741083,882,1132,1102,912,52364,437356,509561,2033,2975,2093,2253,3195,13.784048752090222,5.478746393072713,942,1,225264,2610,190,0,1151,1873
2745,1,0,0,0,41,0,716,0,0,203612,1921238,30.56141357987225,934,1152,1152,934,49245,503965,413457,2057,2991,2057,2275,3209,14.7648230602334,0.0,934,0,187734,0,218,0,1123,1839
2746,1,0,0,0,41,0,572,0,0,465804,2153574,32.03123475609393,941,1565,1480,1026,35496,321147,486968,2014,3125,2184,2553,3664,21.307275752662516,9.855393472241717,1111,1,238032,2125,454,0,1073,1645
2747,1,0,0,0,44,0,150,1,0,405256,1575200,26.758176320519304,592,1406,1282,716,17072,426800,193600,2076,2916,2324,2766,3606,23.790754506740637,11.700176052913939,840,1,63008,28520,566,0,1484,1634
2748,1,0,0,0,42,0,11,1,0,405102,1349484,25.337718918639855,414,1501,1273,642,30360,386768,346830,1874,2744,2330,2733,3603,25.11971337416094,15.523305947390151,870,1,105930,34428,631,0,1460,1471
2749,1,0,0,0,41,0,14,1,0,599027,1605331,27.694764848252458,405,1910,1548,767,25564,347438,322322,1731,2860,2455,2874,4003,27.94637722496424,19.29527580699211,1129,1,118118,49594,781,0,1326,1312
2750,1,0,0,0,41,0,60,1,0,656821,1627604,27.94637722496424,451,1952,1622,781,30668,341776,389708,1754,2865,2414,2925,4036,29.0,18.194028081620004,1111,1,146047,32340,841,0,1303,1243
2751,1,0,0,0,41,0,159,0,1,618570,1476036,26.664583251946766,561,1731,1581,711,55161,504468,471252,1926,2787,2226,2946,3807,29.49576240750525,12.291303419254204,861,1,161397,22500,870,0,1365,1206
2752,0,1,1,0,56,0,191,0,0,344310,1952010,26.267851073127396,390,1489,1189,690,56364,690276,653499,2529,3519,3129,3328,4318,22.338307903688676,17.322239866749324,990,1,159390,41400,499,0,2139,2330
2753,0,1,1,0,56,0,244,0,0,307740,1938210,26.267851073127396,443,1383,1136,690,56088,640452,691014,2562,3499,3056,3255,4192,21.118712081942874,15.727106176144607,937,1,169740,24453,446,0,2119,2363
2754,0,0,1,0,55,1,53,0,0,984354,2804288,31.921779399024736,866,2138,1985,1019,45472,616448,558656,2599,3771,2905,3718,4890,31.080540535840107,12.369845243052126,1172,1,206857,24327,966,0,1733,1786
2755,0,0,1,0,54,1,556,0,0,930732,3466528,35.805027579936315,1252,2038,2008,1282,54189,602992,657072,2674,3986,2734,3430,4742,26.94438717061496,5.572104574801163,1312,1,311526,3180,726,0,1422,1978
2756,0,0,1,0,53,1,599,0,0,925356,3523672,36.15245496505044,1307,2015,2015,1307,52836,598512,641648,2696,4003,2696,3404,4711,26.60826939130014,0.0,1307,1,311066,0,708,0,1389,1988
2757,0,0,1,0,54,1,1240,0,0,1251441,5182371,43.57751713900185,1832,2625,2558,1899,43338,635857,507594,2662,4628,2796,3388,5354,25.67099530598687,8.185808589931957,1966,1,353214,12462,659,0,830,2070
2758,0,0,1,0,54,1,1270,0,0,1501175,5537220,44.88875137492688,1985,2790,2760,2015,44655,629292,535860,2718,4763,2778,3493,5538,27.294688127912362,5.531194905403055,2045,1,392925,5190,745,0,733,2003
2759,0,0,1,0,55,1,164,0,0,965472,2957292,32.68026927673638,749,2291,1972,1068,35156,517803,520572,2450,3837,3088,3673,5060,30.066592756745816,18.832504361731505,1387,1,200784,41151,904,0,1701,1865
2760,0,0,1,0,53,1,60,0,0,1995669,3864354,37.986839826445156,1413,2856,2826,1443,43316,637364,487396,2648,4121,2708,4061,5534,37.1887079635741,5.652706486041966,1473,0,262626,5850,1383,0,1235,1295
2761,1,0,0,0,43,0,181,1,0,101040,922832,20.518284528683193,61,1021,661,421,38247,401136,458128,1832,2613,2552,2432,3213,15.491933384829668,19.672151382036557,781,1,87989,36360,240,0,1771,1952
2762,1,0,0,0,45,0,113,1,0,186468,855782,19.467922333931785,252,998,871,379,33708,478696,359022,2131,2637,2385,2750,3256,22.181073012818835,11.338657706151796,506,1,60261,24257,492,0,1879,1766
2763,1,0,0,0,41,0,737,0,0,159600,1888752,30.199337741083,882,1117,1087,912,52118,426626,523963,2041,2983,2101,2246,3188,13.228756555322953,5.501408174353464,942,1,230736,1890,175,0,1159,1896
2764,1,0,0,0,43,0,149,1,0,495006,1693812,27.964262908219126,722,1475,1415,782,20640,465690,207936,2106,2948,2226,2799,3641,25.15949125081825,8.660254037844387,842,1,75072,14640,633,0,1384,1533
2765,1,0,0,0,41,0,151,0,1,592602,1446954,26.419689627245813,548,1697,1547,698,53502,460206,499593,1923,2771,2223,2922,3770,29.13760456866693,12.27795318108085,848,1,168218,16350,849,0,1375,1224
2766,1,0,0,0,40,0,169,0,1,486366,1266282,24.859605789312106,558,1465,1405,618,55304,456927,508152,1989,2667,2109,2836,3514,28.053520278211074,7.745966692414834,678,1,153264,5640,787,0,1431,1262
2767,0,1,0,1,66,0,2932,0,0,7988700,15470550,68.19090848492928,3808,7210,6368,4650,53808,785172,758556,2485,7977,4169,5045,10537,41.44876355212541,29.119022112909082,5492,1,1060200,119564,1718,0,1323,1609
2768,0,1,0,1,66,0,2168,0,0,8255985,13848615,64.45928947793328,3434,6863,6142,4155,51865,843249,683265,2612,7488,4054,5320,10196,44.57577817604534,26.995375533069822,4876,1,851775,129059,1987,0,822,1346
2769,0,1,0,1,66,0,2073,0,0,8292328,13679883,64.00781202322104,3371,6847,6121,4097,52877,844767,697851,2613,7436,4065,5363,10186,44.98888751680797,27.103289838714982,4823,1,856273,126324,2024,0,758,1315
2770,0,1,1,0,56,0,150,0,0,336600,1858560,25.69046515733026,351,1479,1170,660,56400,675840,661760,2507,3476,3125,3326,4295,22.58317958127243,17.58005252942577,969,1,155100,38625,510,0,2156,2306
2771,0,1,1,0,56,0,175,0,0,320100,1852620,25.69046515733026,375,1430,1145,660,56386,654031,679294,2522,3467,3092,3292,4237,22.02271554554524,16.893621987501874,945,1,159720,31065,485,0,2147,2322
2772,0,1,1,0,55,0,204,0,0,304317,1848444,25.748786379167466,393,1392,1122,663,56870,655180,674696,2518,3451,3058,3247,4180,21.42428528562855,16.496433576864867,933,1,160446,31050,459,0,2125,2329
2773,0,0,1,0,53,1,639,0,0,904932,3568131,36.373066958946424,1323,2007,2007,1323,51980,609522,620310,2697,4020,2697,3381,4704,26.153393661244042,0.0,1323,1,304290,0,684,0,1374,2013
2774,0,0,1,0,55,1,1315,0,0,1470714,5607861,45.13313638558703,1977,2819,2759,2037,45080,633190,539588,2693,4790,2813,3475,5572,26.870057685088806,7.864259938752337,2097,1,399252,10380,722,0,716,2031
2775,0,0,1,0,55,1,1312,0,0,1846745,6012205,46.52956049652737,2135,3048,3018,2165,46624,688696,522076,2747,4942,2807,3630,5825,29.206163733020468,5.501408174353464,2195,1,407020,5940,853,0,612,1924
2776,0,0,1,0,55,1,112,0,0,1303313,3308041,34.62657938636157,987,2498,2286,1199,33820,491102,524210,2547,3958,2971,3846,5257,32.96968304366907,15.42479684557981,1411,1,227810,24380,1087,0,1560,1672
2777,0,0,1,0,53,1,46,0,0,1898355,3751878,37.429934544425805,1401,2756,2756,1401,44712,578448,554346,2678,4079,2678,4033,5434,36.810324638611924,0.0,1401,0,290007,0,1355,0,1277,1323
2778,1,0,0,0,45,0,365,1,0,122324,1309790,24.020824298928627,182,1184,789,577,37961,424490,460810,1875,2847,2665,2482,3454,14.560219778561036,20.32529007722004,972,1,117131,44240,212,0,1693,2058
2779,1,0,0,0,45,0,483,1,0,97308,1440540,25.219040425836983,228,1197,789,636,35838,448470,409965,1857,2901,2673,2418,3462,12.36931687685298,20.636127029016333,1044,1,115116,61608,153,0,1629,2112
2780,1,0,0,0,45,0,601,0,1,66120,1575048,26.38181191654584,276,1211,791,696,45576,488808,477493,1843,2959,2683,2358,3474,9.746794344808963,20.94710640380162,1116,1,146856,59220,95,0,1567,2168
2781,1,0,0,0,45,0,651,0,1,29106,1564101,26.324893162176366,273,1155,735,693,48108,476227,514596,1837,2950,2677,2299,3412,6.48074069840786,20.906515063476174,1113,1,158004,47880,42,0,1564,2215
2782,1,0,0,0,42,0,174,1,0,103987,528827,15.716233645501712,65,850,668,247,33325,331855,460315,1959,2388,2323,2562,2991,20.518284528683193,14.249103215689319,429,1,53105,9282,421,0,1894,1720
2783,1,0,0,0,42,0,519,1,0,136512,407424,13.856406460551018,72,1023,903,192,21522,447742,216444,2002,2314,2242,2833,3145,26.664583251946766,11.320779839735554,312,1,19584,28440,711,0,1930,1411
2784,1,0,0,0,43,0,375,1,0,163314,563730,16.06237840420901,124,1025,891,258,18304,454480,192280,2051,2443,2319,2818,3210,25.15949125081825,13.118865017421564,392,1,22704,32562,633,0,1927,1552
2785,1,0,0,0,47,0,456,1,0,260497,1858107,28.053520278211074,757,1148,1118,787,40656,545391,415536,2331,3148,2391,2692,3509,18.193405398660254,5.572104574801163,817,1,138512,5850,331,0,1574,2030
2786,1,0,0,0,45,0,78,0,1,384120,1508760,25.69046515733026,510,1392,1242,660,48697,532638,477774,2136,2946,2436,2868,3678,24.124676163629637,12.470060607585795,810,1,137940,24450,582,0,1626,1704
2787,1,0,0,0,41,0,739,0,0,206280,1970165,30.903074280724887,955,1171,1171,955,45248,462112,416726,2063,3018,2063,2279,3234,14.696938456699069,0.0,955,0,192910,0,216,0,1108,1847
2788,1,0,0,0,41,0,734,1,0,236192,2016416,31.240998703626616,976,1218,1218,976,33022,431794,326428,2066,3042,2066,2308,3284,15.556349186104045,0.0,976,1,154208,0,242,0,1090,1824
2789,1,0,0,0,42,0,4,0,0,131765,783655,19.1049731745428,23,1068,726,365,48260,407930,545338,1805,2512,2489,2508,3215,19.0,19.942660131436398,707,1,92710,13338,361,0,1782,1786
2790,1,0,0,0,39,0,104,1,0,28272,246388,11.135528725660043,29,447,352,124,15272,365608,164921,1892,2111,2082,2215,2434,15.0996688705415,11.560495330392458,219,1,10292,21280,228,0,1863,1759
2791,1,0,0,0,40,0,7,1,0,31850,369824,13.490737563232042,29,510,357,182,11375,355600,132080,1879,2214,2185,2207,2542,13.228756555322953,14.307589169369836,335,1,11830,34884,175,0,1850,1857
2792,1,0,0,0,38,0,465,0,1,61884,210492,10.392304845413264,0,789,681,108,48600,389800,473607,1841,2057,2057,2522,2738,23.93741840717165,10.684669642126707,216,1,26244,8316,573,0,1841,1376
2793,0,1,0,1,66,0,2641,0,0,8163036,14762272,66.84309986827361,3727,7036,6295,4468,55930,786352,776440,2563,7772,4045,5131,10340,42.74342054632502,27.294503710781903,5209,1,1049980,98553,1827,0,1164,1477
2794,0,1,1,0,56,0,64,0,0,356580,1769670,25.099800796022265,329,1497,1196,630,54808,696632,620789,2508,3439,3110,3375,4306,23.790754506740637,17.70875669762007,931,1,139230,44548,566,0,2179,2243
2795,0,1,1,0,55,0,136,0,0,312345,1757335,25.11971337416094,330,1427,1126,631,56628,651690,673970,2484,3416,3086,3280,4212,22.24859546128699,17.41452153216854,932,1,152702,33712,495,0,2154,2290
2796,0,0,1,0,55,1,1358,0,0,1498959,5735961,45.59605246071199,2012,2867,2800,2079,46367,642847,549041,2692,4838,2826,3480,5626,26.851443164195103,8.20171446926608,2146,1,413721,11591,721,0,680,2038
2797,0,0,1,0,55,1,1356,0,0,1686541,5933967,46.292547996410825,2143,2930,2930,2143,42504,639639,509496,2769,4912,2769,3556,5699,28.053520278211074,0.0,2143,1,394312,0,787,0,626,1982
2798,0,0,1,0,55,1,1353,0,0,1755004,6000772,46.51881339845203,2164,2975,2975,2164,44415,651655,524097,2773,4937,2773,3584,5748,28.478061731796284,0.0,2164,1,408996,0,811,0,609,1962
2799,0,0,1,0,59,1,433,0,0,2690498,4296744,37.92097045171708,1343,3404,3309,1438,39816,708156,501984,2893,4426,3083,4859,6392,43.255057507764334,9.82390283601982,1533,1,241584,19760,1871,0,1550,1117
2800,0,0,1,0,57,1,515,0,0,2818596,4164490,37.960505792204614,1229,3609,3397,1441,51728,705160,612680,2678,4331,3102,4846,6499,44.22668877499196,14.952366174434152,1653,1,305492,36040,1956,0,1449,934
2801,1,0,0,0,41,0,393,1,0,81450,313050,12.24744871391589,65,778,693,150,40002,369399,471662,2002,2237,2172,2630,2865,23.302360395462088,9.568061544601736,235,1,33900,5950,543,0,1937,1544
2802,1,0,0,0,42,0,560,1,0,144384,405312,13.856406460551018,42,1094,944,192,24304,413756,261764,1961,2303,2261,2863,3205,27.422618401604176,12.899034672654562,342,1,23808,30600,752,0,1919,1359
2803,1,0,0,0,45,0,16,1,0,227465,1104830,22.02271554554524,358,1081,954,485,38157,539886,366758,2151,2763,2405,2747,3359,21.656407827707714,11.33196341945808,612,1,78085,27178,469,0,1793,1809
2804,1,0,0,0,45,0,72,0,1,426420,1579410,26.267851073127396,556,1442,1308,690,45900,515025,466956,2155,2979,2423,2907,3731,24.859605789312106,11.691581880872027,824,1,140760,21440,618,0,1599,1671
2805,1,0,0,0,41,0,743,0,0,202460,1971120,30.903074280724887,925,1197,1167,955,41769,456144,390096,2034,3019,2094,2276,3261,14.560219778561036,5.652706486041966,985,0,180495,5130,212,0,1109,1852
2806,1,0,0,0,45,0,144,0,1,312912,1451988,25.219040425836983,402,1362,1128,636,31878,452034,367563,2049,2919,2517,2775,3645,22.181073012818835,15.436568313836048,870,1,102396,40248,492,0,1647,1791
2807,1,0,0,0,41,0,162,0,0,107008,531712,16.0,14,916,674,256,42140,357244,508865,1835,2333,2319,2495,2993,20.445048300260872,16.78101775240627,498,1,62720,8228,418,0,1821,1659
2808,1,0,0,0,40,0,584,1,0,87792,248496,11.135528725660043,16,940,832,124,18486,316632,234468,1896,2128,2112,2712,2944,26.60826939130014,11.516883551890645,232,1,14508,17604,708,0,1880,1296
2809,1,0,0,0,43,0,175,1,0,118724,967069,21.047565179849187,293,861,711,443,23368,277241,401672,2033,2626,2333,2451,3044,16.3707055437449,13.59540590085461,593,1,81512,7200,268,0,1740,1915
2810,1,0,0,0,43,0,83,1,0,351708,1376304,25.219040425836983,528,1297,1189,636,23895,292140,383028,2056,2800,2272,2717,3461,23.515952032609693,10.448863694758844,744,1,112572,7452,553,0,1528,1611
2811,1,0,0,0,42,0,51,1,0,484462,1545802,26.870057685088806,504,1611,1393,722,29666,348983,389662,1923,2863,2359,2812,3752,25.903667693977237,14.881567710587273,940,1,131404,22454,671,0,1419,1470
2812,1,0,0,0,42,0,22,1,0,688779,1800581,29.0,480,2021,1660,841,27633,323291,391803,1780,2982,2502,2960,4162,28.61817604250837,19.246264105905396,1202,1,153903,31046,819,0,1300,1322
2813,1,0,0,0,39,0,417,0,1,67084,243288,11.135528725660043,0,789,665,124,49735,398286,480690,1838,2086,2086,2503,2751,23.259406699226016,11.56292174611876,248,1,30380,9796,541,0,1838,1421
2814,0,1,1,0,55,0,23,0,0,375024,1679795,24.515301344262525,333,1493,1225,601,54656,681980,626080,2527,3396,3063,3419,4288,24.979991993593593,16.470309108515075,869,1,134624,36984,624,0,2194,2171
2815,0,1,1,0,55,0,23,0,0,346200,1678200,24.49489742783178,328,1449,1177,600,55370,685265,632122,2525,3397,3069,3374,4246,24.020824298928627,16.93572431587857,872,1,135600,37536,577,0,2197,2220
2816,0,0,1,0,55,1,1391,0,0,1800912,6135460,46.97871858618538,2207,3023,3023,2207,48175,653300,569900,2780,4987,2780,3596,5803,28.5657137141714,0.0,2207,1,452435,0,816,0,573,1964
2817,1,0,0,0,44,0,349,1,0,91700,1175856,22.891046284519195,103,1120,699,524,43472,468996,466752,1823,2768,2665,2419,3364,13.228756555322953,20.942780273870824,945,1,108992,56835,175,0,1720,2069
2818,1,0,0,0,44,0,238,0,1,106248,1041044,21.587033144922902,66,1094,694,466,41748,437864,475842,1834,2700,2634,2462,3328,15.0996688705415,20.983107800946563,866,1,99258,44800,228,0,1768,2006
2819,1,0,0,0,44,0,9,0,1,120042,774306,18.734993995195193,66,978,693,351,37410,383844,474290,1921,2557,2491,2548,3184,18.49324200890693,18.01173406283156,636,1,75465,22800,342,0,1855,1864
2820,1,0,0,0,43,0,48,0,1,119833,708016,17.97220075561143,67,950,694,323,34760,346336,482240,1936,2515,2448,2563,3142,19.261360284258224,17.095668131953637,579,1,71060,12800,371,0,1869,1821
2821,1,0,0,0,42,0,217,0,1,111078,518122,15.556349186104045,67,876,701,242,35266,329714,490289,1966,2383,2316,2600,3017,21.42428528562855,14.028067812123815,417,1,55418,5425,459,0,1899,1682
2822,1,0,0,0,44,0,182,0,0,224043,873103,19.77371993328519,175,1180,964,391,44781,564949,395241,2017,2624,2449,2806,3413,23.93741840717165,14.698198320279001,607,1,69207,44496,573,0,1842,1660
2823,1,0,0,0,45,0,50,1,0,248376,1204676,22.891046284519195,397,1125,998,524,28560,482790,312664,2172,2823,2426,2773,3424,21.77154105707724,11.298832705339896,651,1,71264,26543,474,0,1775,1825
2824,1,0,0,0,45,0,151,0,1,409680,1648800,26.832815729997478,519,1490,1289,720,47961,501510,501510,2089,3010,2491,2859,3780,23.853720883753127,14.277791876442175,921,1,157680,27135,569,0,1570,1721
2825,1,0,0,0,41,0,728,0,0,174420,1905768,30.298514815086232,888,1138,1108,918,53172,438036,523152,2046,2994,2106,2266,3214,13.784048752090222,5.684275577662207,948,1,231336,2220,190,0,1158,1886
2826,1,0,0,0,41,0,736,0,0,188337,1933968,30.610455730027933,937,1138,1138,937,53124,480912,470592,2064,3001,2064,2265,3202,14.177446878757825,0.0,937,0,213636,0,201,0,1127,1863
2827,1,0,0,0,45,0,132,0,1,298144,1412488,24.819347291981714,348,1368,1100,616,44730,481530,488409,2025,2909,2561,2777,3661,22.0,16.54041876222127,884,1,131208,34840,484,0,1677,1809
2828,1,0,0,0,42,0,73,0,0,148824,750087,18.734993995195193,16,1110,775,351,47690,406030,536387,1802,2488,2472,2561,3247,20.591260281974,19.70088779398469,686,1,88101,16415,424,0,1786,1713
2829,1,0,0,0,43,0,73,1,0,467208,1559523,26.851443164195103,539,1551,1369,721,29992,352569,397992,1981,2884,2345,2811,3714,25.45584412271571,13.520067743263182,903,1,132664,18382,648,0,1442,1515
2830,1,0,0,0,43,0,34,1,0,706992,1852422,29.29163703175362,497,2043,1682,858,27180,326009,388620,1798,3017,2520,2983,4202,28.705400188814647,19.016053414530607,1219,1,154440,32129,824,0,1301,1335
2831,1,0,0,0,40,0,276,0,1,136192,515328,16.0,171,873,788,256,55926,481107,471042,1928,2269,2098,2545,2886,23.065125189341593,9.412769291411893,341,1,59904,10370,532,0,1757,1481
2832,0,1,0,1,65,0,2443,0,0,8402108,14363063,66.08328079022712,3712,6946,6291,4367,53212,825539,697268,2634,7656,3944,5213,10235,43.86342439892262,25.650103461581985,5022,1,925804,113315,1924,0,1078,1365
2833,0,1,0,1,65,0,2398,0,0,8415720,14289372,65.86349520030045,3690,6926,6278,4338,51912,830088,678564,2646,7632,3942,5234,10220,44.04543109109048,25.523607237718004,4986,1,893628,116640,1940,0,1044,1354
2834,0,1,1,0,66,0,2168,0,0,8478393,13872210,64.73793323855806,3561,6844,6214,4191,53250,827500,705030,2680,7501,3940,5333,10154,44.97777228809804,25.208013394661382,4821,0,892683,107730,2023,1,881,1287
2835,0,1,0,1,68,0,937,0,0,8765514,11929972,58.872744118140105,2825,6636,5995,3466,53212,863942,729704,2801,6908,4083,5971,10078,50.28916384272063,25.32684624303497,4107,1,734792,104483,2529,0,24,913
2836,0,1,0,1,66,0,1291,0,0,3430812,4353328,36.27671429443411,529,4710,3923,1316,55822,747608,817076,2521,4624,4095,5915,8018,51.05878964487897,28.070727373825584,2103,1,325052,76339,2607,0,1992,701
2837,0,1,1,0,55,0,34,0,0,344280,1586880,23.874672772626646,328,1416,1174,570,55125,682080,626400,2542,3354,3026,3388,4200,24.576411454889016,15.945523188210656,812,1,128250,33880,604,0,2214,2180
2838,0,1,1,0,55,0,9,0,0,330030,1583460,23.874672772626646,330,1389,1149,570,56386,672276,647274,2538,3348,3018,3357,4167,24.06241883103193,15.829319512027459,810,1,132810,30960,579,0,2208,2199
2839,0,0,1,0,53,1,38,0,0,1895768,3665242,36.851051545376556,1328,2784,2754,1358,36349,601877,439937,2669,4057,2729,4095,5483,37.36308338453881,5.684275577662207,1388,0,221354,5940,1396,0,1341,1303
2840,1,0,0,0,44,0,178,0,1,119528,995026,21.118712081942874,67,1093,714,446,52580,490820,533209,1852,2677,2610,2499,3324,16.3707055437449,20.025015527605827,825,1,106594,41311,268,0,1785,1963
