,Wilderness_Area1,Wilderness_Area3,Wilderness_Area4,Horizontal_Distance_To_Hydrology_x_Hillshade_3pm,Hillshade_9am_x_Hillshade_Noon,binned_elevation,Road+Fire,Lower_Montane_Climate,Montane_Climate,Montante_and_Subalpine_Climate,Subalpine_Climate,Alpine_Climate,Alluvium_Soil,Igneus_and_Metamorphic_Soil,Type_Stony
4394,0,0,1,47912,48108,47,2382,1,0,0,0,0,0,1,1
4395,0,0,1,40400,49533,47,2373,1,0,0,0,0,0,1,1
4396,0,0,1,39346,51146,47,2365,1,0,0,0,0,0,1,1
4397,0,0,1,25839,54216,46,2344,1,0,0,0,0,0,1,1
4398,0,0,1,12750,50038,45,2322,1,0,0,0,0,0,1,0
4399,0,0,1,11700,49784,45,2316,1,0,0,0,0,0,1,0
4400,0,0,1,11024,50038,45,2310,1,0,0,0,0,0,1,0
4401,0,0,1,19392,56088,44,2305,1,0,0,0,0,0,1,0
4402,0,0,1,23850,52290,45,2298,1,0,0,0,0,0,1,0
4403,0,0,1,8100,53352,44,2293,1,0,0,0,0,0,1,0
4404,0,0,1,5695,52364,44,2292,1,0,0,0,0,0,1,0
4405,0,0,1,3150,52948,44,2291,1,0,0,0,0,0,1,0
4406,0,0,1,2100,52644,44,2292,1,0,0,0,0,0,1,0
4407,0,0,1,4230,51750,43,2297,1,0,0,0,0,0,1,0
4408,0,0,1,5370,39600,43,2301,1,0,0,0,0,0,1,0
4409,0,0,1,24206,35728,46,1994,0,1,0,0,0,0,1,0
4410,0,0,1,26406,45854,47,1682,1,0,0,0,0,0,1,1
4411,0,0,1,0,46134,46,1472,1,0,0,0,0,0,1,1
4412,0,0,1,26520,40916,47,1652,0,1,0,0,0,0,1,0
4413,0,0,1,30954,43400,47,1696,1,0,0,0,0,0,1,1
4414,0,0,1,31536,45990,47,1679,1,0,0,0,0,0,1,1
4415,0,0,1,0,52974,42,1682,1,0,0,0,0,0,1,0
4416,0,0,1,0,49056,41,1685,1,0,0,0,0,0,1,0
4417,0,0,1,5400,37410,42,1691,0,0,0,0,0,1,0,0
4418,0,0,1,0,38805,41,1293,0,1,0,0,0,0,1,0
4419,0,0,1,31752,19690,43,1321,0,1,0,0,0,0,1,0
4420,0,0,1,3780,55527,41,1078,0,0,0,0,0,0,1,1
4421,1,0,0,5460,53590,60,6464,0,0,0,1,0,0,0,0
4422,0,1,0,12495,39372,56,2497,0,0,0,1,0,0,1,1
4423,0,1,0,4380,46631,56,2628,0,0,0,1,0,0,0,0
4424,0,1,0,12060,42222,56,2809,0,0,0,1,0,0,0,0
4425,0,1,0,16290,46452,57,3130,0,0,0,1,0,0,0,0
4426,0,1,0,26936,53088,57,3279,0,0,0,1,0,0,1,1
4427,0,1,0,39852,55926,57,3235,0,0,0,1,0,0,1,1
4428,0,0,1,0,45365,44,1179,0,0,0,0,0,1,0,0
4429,0,0,1,70452,30459,47,1823,0,1,0,0,0,0,1,0
4430,0,0,1,0,47718,44,1811,0,0,1,0,0,1,0,0
4431,0,0,1,0,42136,44,2362,0,0,1,0,0,1,0,0
4432,0,0,1,0,43956,42,2396,0,0,1,0,0,1,0,0
4433,0,0,1,49842,47475,47,2368,1,0,0,0,0,0,1,1
4434,0,0,1,34762,51728,47,2364,1,0,0,0,0,0,1,1
4435,0,0,1,33573,52890,47,2356,1,0,0,0,0,0,1,1
4436,0,0,1,26781,52500,47,2349,1,0,0,0,0,0,1,1
4437,0,0,1,22649,52668,46,2343,1,0,0,0,0,0,1,0
4438,0,0,1,18005,52877,46,2330,1,0,0,0,0,0,1,0
4439,0,0,1,15555,51816,46,2322,1,0,0,0,0,0,1,0
4440,0,0,1,14508,51106,45,2316,1,0,0,0,0,0,1,0
4441,0,0,1,12296,49196,45,2310,1,0,0,0,0,0,1,0
4442,0,0,1,12070,52416,44,2301,1,0,0,0,0,0,1,0
4443,0,0,1,20250,56364,44,2298,1,0,0,0,0,0,1,0
4444,0,0,1,12096,54756,44,2292,1,0,0,0,0,0,1,0
4445,0,0,1,4355,52328,44,2291,1,0,0,0,0,0,1,0
4446,0,0,1,0,54390,43,2293,1,0,0,0,0,0,1,0
4447,0,0,1,4200,53352,43,2298,1,0,0,0,0,0,1,0
4448,0,0,1,7518,42262,43,2301,1,0,0,0,0,0,1,0
4449,0,0,1,23316,27783,44,2255,0,1,0,0,0,0,1,0
4450,0,0,1,7973,30438,44,2239,0,1,0,0,0,0,1,0
4451,0,0,1,35856,42240,47,1793,0,1,0,0,0,0,1,0
4452,0,0,1,0,50616,46,1533,1,0,0,0,0,0,1,1
4453,0,0,1,0,45969,46,1530,1,0,0,0,0,0,1,1
4454,0,0,1,0,54000,42,1686,1,0,0,0,0,0,1,0
4455,0,0,1,9720,27777,44,1445,0,1,0,0,0,0,1,0
4456,0,0,1,1470,33635,42,1366,0,1,0,0,0,0,1,0
4457,0,0,1,0,36292,42,1358,0,1,0,0,0,0,1,0
4458,0,0,1,18620,19980,42,1354,0,1,0,0,0,0,1,0
4459,0,0,1,24180,18832,42,1359,0,1,0,0,0,0,1,0
4460,0,0,1,34300,19690,43,1379,0,1,0,0,0,0,1,0
4461,0,0,1,36984,22017,43,1393,0,1,0,0,0,0,1,0
4462,0,0,1,0,50576,41,1037,0,0,0,0,0,0,1,1
4463,1,0,0,16214,56880,59,4610,0,0,0,1,0,0,0,0
4464,0,1,0,27540,43700,57,3074,0,0,0,1,0,0,0,0
4465,0,1,0,5250,43166,57,3238,0,0,0,1,0,0,0,0
4466,0,1,0,5250,44426,57,3256,0,0,0,1,0,0,0,0
4467,0,1,0,7392,45472,57,3273,0,0,0,1,0,0,0,0
4468,0,1,0,10854,49585,58,3311,0,0,0,1,0,0,1,1
4469,0,1,0,29715,56088,57,3274,0,1,0,0,0,0,1,0
4470,0,1,0,11122,54467,56,3247,0,1,0,0,0,0,1,0
4471,0,1,0,13680,44676,57,3139,0,0,0,1,0,0,0,0
4472,0,0,1,8460,33286,45,1247,0,1,0,0,0,0,1,0
4473,0,0,1,0,41230,44,1191,0,0,0,0,0,1,0,0
4474,0,0,1,43200,32538,45,1321,0,1,0,0,0,0,1,0
4475,0,0,1,13980,32670,45,1891,1,0,0,0,0,0,1,1
4476,0,0,1,21172,48741,45,1942,1,0,0,0,0,0,1,1
4477,0,0,1,9288,42300,45,1974,1,0,0,0,0,0,1,1
4478,0,0,1,54300,25619,46,2402,0,1,0,0,0,0,1,0
4479,0,0,1,57589,48620,47,2352,1,0,0,0,0,0,1,1
4480,0,0,1,39576,51092,47,2373,1,0,0,0,0,0,1,1
4481,0,0,1,31104,51832,47,2364,1,0,0,0,0,0,1,1
4482,0,0,1,27459,53965,47,2349,1,0,0,0,0,0,1,1
4483,0,0,1,23287,53172,46,2343,1,0,0,0,0,0,1,0
4484,0,0,1,17820,51816,46,2337,1,0,0,0,0,0,1,0
4485,0,0,1,17728,52371,46,2330,1,0,0,0,0,0,1,0
4486,0,0,1,16112,53172,45,2310,1,0,0,0,0,0,1,0
4487,0,0,1,13248,51660,45,2305,1,0,0,0,0,0,1,0
4488,0,0,1,7820,47628,45,2301,1,0,0,0,0,0,1,0
4489,0,0,1,14364,55890,44,2293,1,0,0,0,0,0,1,0
4490,0,0,1,9265,54522,44,2292,1,0,0,0,0,0,1,0
4491,0,0,1,5226,52974,44,2291,1,0,0,0,0,0,1,0
4492,0,0,1,2940,52858,44,2292,1,0,0,0,0,0,1,0
4493,0,0,1,2250,53784,43,2291,1,0,0,0,0,0,1,0
4494,0,0,1,0,55800,43,2293,1,0,0,0,0,0,1,0
4495,0,0,1,4500,51714,43,2297,1,0,0,0,0,0,1,0
4496,0,0,1,0,53100,46,1600,1,0,0,0,0,0,1,1
4497,0,0,1,18792,34068,47,1633,0,1,0,0,0,0,1,0
4498,0,0,1,19000,53436,43,1680,1,0,0,0,0,0,1,0
4499,0,0,1,0,54934,42,1691,1,0,0,0,0,0,1,0
4500,0,0,1,12529,41678,42,1703,0,1,0,0,0,0,1,0
4501,0,0,1,29078,31302,43,1731,0,1,0,0,0,0,1,0
4502,0,0,1,36550,27641,43,1746,0,1,0,0,0,0,1,0
4503,0,0,1,8820,29029,44,1500,0,1,0,0,0,0,1,0
4504,0,0,1,0,33825,42,1418,0,1,0,0,0,0,1,0
4505,0,0,1,39446,24816,44,1466,0,1,0,0,0,0,1,0
4506,0,0,1,27612,30260,44,1439,0,1,0,0,0,0,1,0
4507,0,0,1,2340,40140,42,1171,0,0,0,0,0,0,1,1
4508,0,0,1,0,40796,41,1115,0,0,0,0,0,0,1,1
4509,1,0,0,0,50184,61,6676,0,0,0,1,0,0,0,0
4510,1,0,0,106639,39162,60,1873,0,0,0,1,0,0,1,1
4511,0,1,0,5400,40001,57,2827,0,0,0,1,0,0,0,0
4512,0,1,0,14940,44128,57,2917,0,0,0,1,0,0,1,1
4513,0,1,0,26550,43320,57,3011,0,0,0,1,0,0,1,1
4514,0,1,0,22780,45144,57,3151,0,0,0,1,0,0,1,1
4515,0,1,0,10560,42300,57,3207,0,0,0,1,0,0,1,1
4516,0,1,0,11323,47299,57,3271,0,0,0,1,0,0,1,1
4517,0,1,0,21750,49042,57,3374,0,0,0,1,0,0,1,1
4518,0,1,0,25900,48150,57,3378,0,0,0,1,0,0,1,1
4519,0,1,0,28728,50838,57,3358,0,0,0,1,0,0,1,1
4520,0,1,0,25728,54340,57,3319,0,1,0,0,0,0,1,0
4521,0,1,0,12000,53965,56,3296,0,1,0,0,0,0,1,0
4522,0,1,0,20736,37518,55,3313,0,0,0,1,0,0,1,1
4523,0,1,0,52080,47286,57,3548,0,0,0,1,0,0,1,1
4524,0,0,1,4890,54531,45,588,0,1,0,0,0,0,1,0
4525,0,0,1,4560,55575,45,686,0,1,0,0,0,0,1,0
4526,0,0,1,3930,56404,45,733,0,1,0,0,0,0,1,0
4527,0,0,1,0,54752,45,765,0,1,0,0,0,0,1,0
4528,0,0,1,26600,44676,46,1010,0,1,0,0,0,0,1,0
4529,0,0,1,0,54960,44,1223,0,0,0,0,0,1,0,0
4530,0,0,1,45368,28542,46,1116,0,1,0,0,0,0,1,0
4531,0,0,1,76630,43164,48,2215,1,0,0,0,0,0,1,1
4532,0,0,1,53064,48399,48,2323,1,0,0,0,0,0,1,1
4533,0,0,1,22680,49053,45,1971,1,0,0,0,0,0,1,1
4534,0,0,1,3360,54466,44,2128,0,0,1,0,0,1,0,0
4535,0,0,1,0,45741,44,2152,0,0,1,0,0,1,0,0
4536,0,0,1,0,54064,44,2383,0,0,1,0,0,1,0,0
4537,0,0,1,0,46893,43,2308,0,0,1,0,0,1,0,0
4538,0,0,1,36783,45120,43,2264,0,1,0,0,0,0,1,0
4539,0,0,1,58368,35040,44,2249,0,1,0,0,0,0,1,0
4540,0,0,1,29280,53000,47,2355,1,0,0,0,0,0,1,1
4541,0,0,1,21087,52668,46,2337,1,0,0,0,0,0,1,0
4542,0,0,1,16897,51359,46,2330,1,0,0,0,0,0,1,0
4543,0,0,1,15045,51106,46,2323,1,0,0,0,0,0,1,0
4544,0,0,1,16200,53676,45,2310,1,0,0,0,0,0,1,0
4545,0,0,1,14976,53965,45,2305,1,0,0,0,0,0,1,0
4546,0,0,1,12410,53676,45,2300,1,0,0,0,0,0,1,0
4547,0,0,1,5969,48829,44,2295,1,0,0,0,0,0,1,0
4548,0,0,1,7344,51912,44,2293,1,0,0,0,0,0,1,0
4549,0,0,1,8415,56088,44,2292,1,0,0,0,0,0,1,0
4550,0,0,1,6633,55418,44,2291,1,0,0,0,0,0,1,0
4551,0,0,1,2730,55575,43,2291,1,0,0,0,0,0,1,0
4552,0,0,1,0,56350,43,2292,1,0,0,0,0,0,1,0
4553,0,0,1,7014,43904,43,2301,1,0,0,0,0,0,1,0
4554,0,0,1,28408,32634,47,2208,0,1,0,0,0,0,1,0
4555,0,0,1,39015,41552,47,1951,1,0,0,0,0,0,1,1
4556,0,0,1,3240,52800,46,1683,1,0,0,0,0,0,1,1
4557,0,0,1,0,52900,46,1670,1,0,0,0,0,0,1,1
4558,0,0,1,32963,41173,47,1736,0,1,0,0,0,0,1,0
4559,0,0,1,0,49932,42,1700,0,0,0,0,0,1,0,0
4560,0,0,1,31650,29394,43,1738,0,1,0,0,0,0,1,0
4561,0,0,1,38325,28296,43,1753,0,1,0,0,0,0,1,0
4562,0,0,1,45580,25215,44,1770,0,1,0,0,0,0,1,0
4563,0,0,1,3300,29946,44,1538,0,1,0,0,0,0,1,0
4564,0,0,1,0,35360,42,1478,0,1,0,0,0,0,1,0
4565,0,0,1,18630,19902,42,1471,0,1,0,0,0,0,1,0
4566,1,0,0,4242,56069,58,4466,0,0,0,1,0,0,0,0
4567,0,1,0,4590,44036,57,2772,0,0,0,1,0,0,1,1
4568,0,1,0,17860,41220,57,3192,0,0,0,1,0,0,1,1
4569,0,1,0,20904,48760,58,3328,0,0,0,1,0,0,1,1
4570,0,1,0,25670,47475,58,3372,0,0,0,1,0,0,1,1
4571,0,1,0,29212,48952,57,3395,0,0,0,1,0,0,1,1
4572,0,1,0,32155,50290,57,3386,0,0,0,1,0,0,1,1
4573,0,0,1,0,52441,45,488,0,1,0,0,0,0,1,0
4574,0,0,1,0,50380,45,534,0,1,0,0,0,0,1,0
4575,0,0,1,0,51230,45,583,0,1,0,0,0,0,1,0
4576,0,0,1,0,53240,45,634,0,1,0,0,0,0,1,0
4577,0,0,1,0,54692,45,739,0,1,0,0,0,0,1,0
4578,0,0,1,25857,44916,46,986,0,1,0,0,0,0,1,0
4579,0,0,1,35796,39292,46,1202,0,1,0,0,0,0,1,0
4580,0,0,1,0,51750,44,1249,0,0,0,0,0,1,0,0
4581,0,0,1,0,50112,44,1241,0,1,0,0,0,0,1,0
4582,0,0,1,41789,37636,46,1148,0,1,0,0,0,0,1,0
4583,0,0,1,68400,24252,46,1484,0,1,0,0,0,0,1,0
4584,0,0,1,65116,45344,48,2247,1,0,0,0,0,0,1,1
4585,0,0,1,3060,56334,44,1989,0,0,0,0,0,0,1,1
4586,0,0,1,0,54756,44,1988,0,0,0,0,0,0,1,1
4587,0,0,1,0,53110,44,2397,0,0,1,0,0,1,0,0
4588,0,0,1,0,56406,44,2429,0,0,1,0,0,1,0,0
4589,0,0,1,0,50504,43,2254,0,0,0,0,0,0,1,1
4590,0,0,1,0,37018,43,2259,0,0,1,0,0,1,0,0
4591,0,0,1,14960,25900,44,2287,0,1,0,0,0,0,1,0
4592,0,0,1,88686,30756,45,2231,0,1,0,0,0,0,1,0
4593,0,0,1,74034,53874,47,2323,1,0,0,0,0,0,1,1
4594,0,0,1,56330,56404,47,2341,1,0,0,0,0,0,1,1
4595,0,0,1,31150,54282,47,2348,1,0,0,0,0,0,1,1
4596,0,0,1,18282,50953,46,2331,1,0,0,0,0,0,1,0
4597,0,0,1,13144,51106,45,2310,1,0,0,0,0,0,1,0
4598,0,0,1,8255,52877,44,2295,1,0,0,0,0,0,1,0
4599,0,0,1,6372,52070,44,2293,1,0,0,0,0,0,1,0
4600,0,0,1,5100,51816,44,2291,1,0,0,0,0,0,1,0
4601,0,0,1,5025,53928,44,2292,1,0,0,0,0,0,1,0
4602,0,0,1,3948,55800,43,2291,1,0,0,0,0,0,1,0
4603,0,0,1,3180,56350,43,2291,1,0,0,0,0,0,1,0
4604,0,0,1,0,55692,43,2293,1,0,0,0,0,0,1,0
4605,0,0,1,0,51959,43,2294,1,0,0,0,0,0,1,0
4606,0,0,1,4470,47925,43,2298,1,0,0,0,0,0,1,0
4607,0,0,1,6762,45024,43,2301,1,0,0,0,0,0,1,0
4608,0,0,1,26040,37280,47,2189,0,1,0,0,0,0,1,0
4609,0,0,1,29498,46662,47,2048,1,0,0,0,0,0,1,1
4610,0,0,1,0,50838,46,1741,1,0,0,0,0,0,1,1
4611,0,0,1,0,45570,46,1728,1,0,0,0,0,0,1,1
4612,0,0,1,4950,41420,46,1719,0,0,1,0,0,1,0,0
4613,0,0,1,33408,33128,47,1779,0,1,0,0,0,0,1,0
4614,0,0,1,30888,39668,47,1753,0,1,0,0,0,0,1,0
4615,0,0,1,15444,40482,46,1641,0,1,0,0,0,0,1,0
4616,0,0,1,20292,43166,45,1630,0,1,0,0,0,0,1,0
4617,0,0,1,0,49203,42,1705,1,0,0,0,0,0,1,0
4618,0,0,1,5160,42593,42,1711,0,0,0,0,0,1,0,0
4619,0,0,1,54825,25544,44,1797,0,1,0,0,0,0,1,0
4620,0,0,1,0,39420,42,1537,0,1,0,0,0,0,1,0
4621,0,0,1,31500,23246,43,1538,0,1,0,0,0,0,1,0
4622,0,0,1,44488,27416,44,1582,0,1,0,0,0,0,1,0
4623,0,0,1,0,39780,42,1191,0,0,0,0,0,0,1,1
4624,0,0,1,22572,36960,42,957,0,1,0,0,0,0,1,0
4625,1,0,0,4170,50398,59,6391,0,0,0,1,0,0,0,0
4626,0,1,0,23460,46870,58,2085,0,0,0,1,0,0,1,1
4627,0,1,0,0,43584,57,2850,0,0,0,1,0,0,0,0
4628,0,1,0,25950,43811,57,3159,0,0,0,1,0,0,1,1
4629,0,0,1,0,54740,45,405,0,1,0,0,0,0,1,0
4630,0,0,1,0,51192,44,1269,0,1,0,0,0,0,1,0
4631,0,0,1,12931,30843,45,1242,0,1,0,0,0,0,1,0
4632,0,0,1,4320,56088,44,2056,0,0,0,0,0,0,1,1
4633,0,0,1,0,56640,44,2051,0,0,0,0,0,0,1,1
4634,0,0,1,26280,46852,45,2111,1,0,0,0,0,0,1,1
4635,0,0,1,0,51290,44,2357,0,0,0,0,0,0,1,1
4636,0,0,1,0,55902,44,2414,0,0,1,0,0,1,0,0
4637,0,0,1,5490,45548,44,2436,0,1,0,0,0,0,1,0
4638,0,0,1,26784,14175,45,2442,0,1,0,0,0,0,1,0
4639,0,0,1,51034,32424,47,2347,0,1,0,0,0,0,1,0
4640,0,0,1,0,49486,43,2206,0,0,1,0,0,1,0,0
4641,0,0,1,97394,28250,45,2230,0,1,0,0,0,0,1,0
4642,0,0,1,114380,34428,46,2246,0,1,0,0,0,0,1,0
4643,0,0,1,50578,56640,47,2346,1,0,0,0,0,0,1,1
4644,0,0,1,38610,56069,47,2354,1,0,0,0,0,0,1,1
4645,0,0,1,34752,55800,47,2348,1,0,0,0,0,0,1,1
4646,0,0,1,24102,53928,47,2335,1,0,0,0,0,0,1,0
4647,0,0,1,11136,50853,45,2305,1,0,0,0,0,0,1,0
4648,0,0,1,9450,51612,45,2297,1,0,0,0,0,0,1,0
4649,0,0,1,6696,52324,44,2293,1,0,0,0,0,0,1,0
4650,0,0,1,5610,52877,44,2292,1,0,0,0,0,0,1,0
4651,0,0,1,4623,53130,44,2291,1,0,0,0,0,0,1,0
4652,0,0,1,3192,52961,44,2291,1,0,0,0,0,0,1,0
4653,0,0,1,2910,54587,43,2292,1,0,0,0,0,0,1,0
4654,0,0,1,0,54516,43,2293,1,0,0,0,0,0,1,0
4655,0,0,1,6678,45900,43,2301,1,0,0,0,0,0,1,0
4656,0,0,1,15130,38804,43,2310,0,1,0,0,0,0,1,0
4657,0,0,1,35340,38850,44,2289,0,1,0,0,0,0,1,0
4658,0,0,1,33000,50076,47,2032,1,0,0,0,0,0,1,1
4659,0,0,1,29952,51750,47,1943,1,0,0,0,0,0,1,1
4660,0,0,1,0,48279,46,1799,1,0,0,0,0,0,1,1
4661,0,0,1,36841,35343,48,1822,0,1,0,0,0,0,1,0
4662,0,0,1,16066,41008,46,1650,0,1,0,0,0,0,1,0
4663,0,0,1,16848,52080,44,1678,0,1,0,0,0,0,1,0
4664,0,0,1,4020,51076,42,1708,1,0,0,0,0,0,1,0
4665,0,0,1,5550,40680,42,1723,0,1,0,0,0,0,1,0
4666,0,0,1,55080,25668,45,1828,0,1,0,0,0,0,1,0
4667,0,0,1,44694,26384,45,1840,0,1,0,0,0,0,1,0
4668,0,0,1,5370,38804,42,1593,0,1,0,0,0,0,1,0
4669,0,0,1,39240,26586,44,1605,0,1,0,0,0,0,1,0
4670,1,0,0,40800,51660,59,1404,0,0,0,1,0,0,1,1
4671,0,1,0,26950,49880,58,3304,0,0,0,1,0,0,1,1
4672,0,1,0,21172,51792,57,3464,0,1,0,0,0,0,1,0
4673,0,1,0,4578,53502,55,3433,0,1,0,0,0,0,1,0
4674,0,0,1,0,55209,46,363,0,1,0,0,0,0,1,0
4675,0,0,1,18900,35360,46,951,0,1,0,0,0,0,1,0
4676,0,0,1,0,53966,44,1301,0,0,0,0,0,1,0,0
4677,0,0,1,28800,33072,45,1210,0,1,0,0,0,0,1,0
4678,0,0,1,43036,30740,46,1150,0,1,0,0,0,0,1,0
4679,0,0,1,52116,28054,47,1202,0,1,0,0,0,0,1,0
4680,0,0,1,61506,48620,48,2156,1,0,0,0,0,0,1,1
4681,0,0,1,4890,51600,44,2122,0,0,0,0,0,0,1,1
4682,0,0,1,0,46230,44,2116,0,0,1,0,0,1,0,0
4683,0,0,1,29614,36806,45,2144,1,0,0,0,0,0,1,1
4684,0,0,1,0,52216,44,2355,0,0,0,0,0,0,1,1
4685,0,0,1,0,54560,44,2407,0,0,1,0,0,1,0,0
4686,0,0,1,0,45864,43,2159,0,0,1,0,0,1,0,0
4687,0,0,1,59869,56160,47,2331,1,0,0,0,0,0,1,1
4688,0,0,1,36005,55552,47,2347,1,0,0,0,0,0,1,1
4689,0,0,1,29716,55552,47,2335,1,0,0,0,0,0,1,0
4690,0,0,1,19028,53424,46,2324,1,0,0,0,0,0,1,0
4691,0,0,1,13176,52118,46,2311,1,0,0,0,0,0,1,0
4692,0,0,1,10370,52324,45,2301,1,0,0,0,0,0,1,0
4693,0,0,1,4845,50546,44,2291,1,0,0,0,0,0,1,0
4694,0,0,1,4489,52877,44,2292,1,0,0,0,0,0,1,0
4695,0,0,1,3570,54500,44,2291,1,0,0,0,0,0,1,0
4696,0,0,1,4950,48231,43,2297,1,0,0,0,0,0,1,0
4697,0,0,1,7098,46864,43,2301,1,0,0,0,0,0,1,0
4698,0,0,1,11390,45571,43,2305,1,0,0,0,0,0,1,0
4699,0,0,1,0,35154,45,2251,0,1,0,0,0,0,1,0
4700,0,0,1,3930,55460,46,1865,1,0,0,0,0,0,1,1
4701,0,0,1,5100,52070,43,1687,1,0,0,0,0,0,1,0
4702,0,0,1,3630,54036,42,1710,1,0,0,0,0,0,1,0
4703,0,0,1,0,46384,42,1721,1,0,0,0,0,0,1,0
4704,0,0,1,0,43848,42,1725,0,0,0,0,0,1,0,0
4705,0,0,1,7938,39776,42,1737,0,1,0,0,0,0,1,0
4706,0,0,1,40128,36292,43,1788,0,1,0,0,0,0,1,0
4707,0,0,1,58566,24476,44,1838,0,1,0,0,0,0,1,0
4708,0,0,1,41400,28321,44,1664,0,1,0,0,0,0,1,0
4709,0,0,1,51120,29808,45,1685,0,1,0,0,0,0,1,0
4710,0,0,1,42978,30576,45,1647,0,1,0,0,0,0,1,0
4711,1,0,0,18600,49042,65,7165,0,0,0,0,1,0,1,1
4712,1,0,0,3738,42336,61,6788,0,0,0,1,0,0,0,0
4713,1,0,0,49995,27966,61,2347,0,0,0,1,0,0,1,1
4714,0,1,0,36784,53058,58,3367,0,0,0,1,0,0,1,1
4715,0,1,0,8460,53382,55,3484,0,1,0,0,0,0,1,0
4716,0,0,1,0,55454,46,320,0,1,0,0,0,0,1,0
4717,0,0,1,0,49184,46,361,0,1,0,0,0,0,1,0
4718,0,0,1,15010,26019,46,853,0,1,0,0,0,0,1,0
4719,0,0,1,3060,50546,45,1342,1,0,0,0,0,0,1,0
4720,0,0,1,0,53628,44,1333,0,1,0,0,0,0,1,0
4721,0,0,1,30450,34100,45,1208,0,1,0,0,0,0,1,0
4722,0,0,1,0,51075,43,2339,0,0,1,0,0,1,0,0
4723,0,0,1,4740,52779,43,2407,0,0,1,0,0,1,0,0
4724,0,0,1,27813,18909,45,2427,0,1,0,0,0,0,1,0
4725,0,0,1,60300,41160,48,2216,1,0,0,0,0,0,1,1
4726,0,0,1,59764,43264,47,2167,1,0,0,0,0,0,1,1
4727,0,0,1,75276,53165,47,2317,1,0,0,0,0,0,1,1
4728,0,0,1,29070,55000,47,2335,1,0,0,0,0,0,1,0
4729,0,0,1,23085,54750,46,2325,1,0,0,0,0,0,1,0
4730,0,0,1,15276,53383,46,2311,1,0,0,0,0,0,1,0
4731,0,0,1,12261,52371,46,2305,1,0,0,0,0,0,1,0
4732,0,0,1,10325,52118,45,2301,1,0,0,0,0,0,1,0
4733,0,0,1,8850,52371,45,2298,1,0,0,0,0,0,1,0
4734,0,0,1,7128,52961,45,2293,1,0,0,0,0,0,1,0
4735,0,0,1,4760,51660,44,2292,1,0,0,0,0,0,1,0
4736,0,0,1,3350,50853,44,2291,1,0,0,0,0,0,1,0
4737,0,0,1,3000,55822,44,2292,1,0,0,0,0,0,1,0
4738,0,0,1,0,52670,43,2295,1,0,0,0,0,0,1,0
4739,0,0,1,4770,47861,43,2298,1,0,0,0,0,0,1,0
4740,0,0,1,15045,44160,43,2310,0,1,0,0,0,0,1,0
4741,0,0,1,39644,32292,44,2292,0,1,0,0,0,0,1,0
4742,0,0,1,19350,28116,46,2239,0,1,0,0,0,0,1,0
4743,0,0,1,3540,54026,46,1865,1,0,0,0,0,0,1,1
4744,0,0,1,0,51493,46,1867,1,0,0,0,0,0,1,1
4745,0,0,1,0,45864,46,1869,0,0,1,0,0,1,0,0
4746,0,0,1,20412,34668,47,1892,0,1,0,0,0,0,1,0
4747,0,0,1,0,52640,42,1719,1,0,0,0,0,0,1,0
4748,0,0,1,0,40916,42,1730,0,0,0,0,0,1,0,0
4749,0,0,1,0,41790,42,1741,0,0,0,0,0,1,0,0
4750,0,0,1,18445,29512,42,1760,0,1,0,0,0,0,1,0
4751,0,0,1,4675,51308,45,1803,1,0,0,0,0,0,1,0
4752,0,0,1,0,49053,43,1731,1,0,0,0,0,0,1,0
4753,0,0,1,0,42823,43,1723,0,1,0,0,0,0,1,0
4754,0,0,1,0,36477,43,1716,0,1,0,0,0,0,1,0
4755,0,0,1,52080,27903,45,1732,0,1,0,0,0,0,1,0
4756,0,0,1,0,35495,43,1345,0,0,0,0,0,0,1,1
4757,0,0,1,2880,33124,43,1244,0,1,0,0,0,0,1,0
4758,1,0,0,15872,53124,65,7212,0,0,0,0,1,0,1,1
4759,1,0,0,4320,55189,59,5166,0,0,0,1,0,0,0,0
4760,1,0,0,64350,16296,62,2598,0,0,0,1,0,0,1,1
4761,1,0,0,70085,54656,60,1748,0,0,0,1,0,0,1,1
4762,1,0,0,7315,50388,56,939,0,0,0,1,0,0,1,1
4763,0,1,0,18720,45920,58,1955,0,0,0,1,0,0,1,1
4764,0,1,0,9180,55144,55,3533,0,1,0,0,0,0,1,0
4765,0,1,0,3930,52440,55,3530,0,0,0,1,0,0,0,0
4766,0,0,1,0,48279,46,319,0,1,0,0,0,0,1,0
4767,0,0,1,17760,23738,46,705,0,1,0,0,0,0,1,0
4768,0,0,1,0,50830,44,1353,0,1,0,0,0,0,1,0
4769,0,0,1,63360,27048,48,1311,0,1,0,0,0,0,1,0
4770,0,0,1,85383,35024,48,1806,0,1,0,0,0,0,1,0
4771,0,0,1,5850,32283,44,2250,0,0,1,0,0,1,0,0
4772,0,0,1,17064,39292,45,2231,1,0,0,0,0,0,1,1
4773,0,0,1,31620,37668,45,2261,1,0,0,0,0,0,1,1
4774,0,0,1,13284,45590,45,2295,1,0,0,0,0,0,1,1
4775,0,0,1,58752,35880,48,2099,0,0,0,0,0,0,1,1
4776,0,0,1,9030,29025,43,2067,0,1,0,0,0,0,1,0
4777,0,0,1,31518,31752,45,2092,0,1,0,0,0,0,1,0
4778,0,0,1,36340,54780,47,2340,1,0,0,0,0,0,1,1
4779,0,0,1,28470,53463,47,2335,1,0,0,0,0,0,1,0
